tweets,sentiment
"Demam berdarah juga sedang melanda kita dan menjadi ancaman bagi kita ditengah pandemi covid 19...
Tetap waspada DBD!!!
Mencegah sebelum mengobati...
.
.
.
#BMKSolution #dbd #fogging #abatejentiknyamuk #stayathome #lawancovid19 #lawandbd #kemenkes #dinkes
https://t.co/qH4dKF0eaQ",2
"Selamat menjalankan ibadah puasa ya. Mohon maaf apabila ada salah kata dan perbuatan. Alhamdulillah masih bisa ketemu ramadhan di thn ini, walaupun sikon ditengah wabah covid-19. Jaga kesehatan dan stay safe yo guys. âœ¨",2
"Misalkan,puasa terus mandi pas mandi gayungnya ke telen,batal ga yah?

#SeriusNanya #COVID19 #puasa #PuasaTahunIniBeda #puasa2020",1
komposisiku dalam romantic gitar...semoga menginspirasi ğŸ™.                                               #AprilBerkahRamadhan #dirumahaja https://t.co/cw7KgGhKig,2
"Mungkin nggak banyak millennials dan generasi z yg tahu astronom dan filsuf feminis keren ini... â¤ï¸ #kartiniedition #pencildrawing #pencilsketch #pencilonpaper 
#alexcartoon #workingfromhome #stayhome #dirumahaja @â€¦ https://t.co/5gXqrKToKB",1
"Dampak wabah corona, PON XX Papua resmi ditunda hingga Oktober 2021 https://t.co/cwEcOrj0ZX #PON",0
"Cile akan jadi negara pertama di dunia yang mengeluarkan paspor imunitas untuk traveler yang sembuh dari Corona. Pemilik paspor ini bisa bebas dari karantina. #Cile #Paspor

via @detikTravel https://t.co/UTgARbRrRW",1
"Pemprov Bali dianggap berhasi menahan penyebaran covid-19 melalui program, pola, dan skema tepat yang melibatkan desa adat seperti pembentukan Satgas Gotong Royong dan Relawan Desa.  https://t.co/vfzU6Bs4mU",1
@AfifFuadS Tanggung panggil aj yg positif Corona biar ikut berjamaah...manusia sok plg tahu agamatp Ng faham ajaran agama,0
Sebanyak 12 kabupaten/kota di Sumbar menyumbang 97 pasien positif Covid-19. https://t.co/AsSJy7EhmK,1
Peluang: Setiap krisis membawa peluang. COVID-19 tidak berbeda. Mari kita evaluasi apa yang mungkin menjadi peluang / area pertumbuhan baru yang akan muncul sekarang. @detikcom,1
"Usai menjalani karantina selama 14 hari di RS Unhas, eks Ketua Badan Liga Indonesia Andi Darussalam Tabusalla (ADS) dinyatakan sembuh dari Corona (COVID-19). https://t.co/vw39jHDGPd",1
"Masyarakat berperan penting menjaga pangan nasional di tengah wabah korona saat ini, dengan menghindari belanja panik dan tak menimbun bahan pangan. Saatnya kepedulian, kesetiakawanan, dan solidaritas dipulihkan. 

#Opini #adadikompas #COVID19 
https://t.co/PkHc5mmX8E",2
"Sangat benar sekaleee.. pak. Sekarangkan saat Covid 19 ini rakyat sedang butuh yg murah2.
Atau mungkin Pertamina mau saving sebanyaknya untuk celengan sampai harga dunia mulai normal?
Pertamina Banyak Hutang. https://t.co/R3317Nb9LT",0
"3 Dokter, 1 Perawat RSUP Dr Sardjito Positif Covid-19 https://t.co/vKAvJeRv0k https://t.co/Vs7ZXbkv5V",1
"@kompascom Gak kena Covid19 malah mati jantungan, dasar gak punya perikemanusiaan",0
"PBB siapkan paket stimulus untuk beberapa negara terdampak Covid-19
https://t.co/ZQzqI724wL",1
"Tangkap saja si Iqbal!
dia mau membuat banyak org yg terpapar corona?
Tindakan subversib (dulu).
Melawan dan banyak bicara, dorr kakinya! ğŸ˜Š https://t.co/8uzHRhkrKs",0
"BUMN pangan yang diminta pemerintah menjamin pasokan selama pandemi covid-19 diantaranta Perum Bulog, PT.RNI, PT. Sang Hyang, dan PT. Pertani.  https://t.co/hI967lGJUX",1
"Menghitung hari

Ramadhan
Ramadhan
Ramadhan
Ramadhan

Semoga kita bisa ibadah dengan khusu , hikmah corona kita bisa lebih banyak ibadah di Ramadhan tahun ini tanpa kerjağŸ˜‡ğŸ˜ğŸ™ğŸ»
Aamiinn insya Allah",2
Masker Corona hingga Botol Disinfektan COVID-19 Merusak Lingkungan https://t.co/ppgwAv6BxI,0
"Dubes RI Beberkan Cara Turki Tangani Corona, Partai Penguasa dan Oposisi Bersatu https://t.co/pSyEX6tNGr",1
"Selamat pagi semua. Hari ini kita memperingati hari buku dunia.Di tengah wabah Covid 19, buku adalah salah satu jendela untuk melihat dunia #haribukusedunia https://t.co/OJnKI7ICBF",2
"Mari bersama kita bangkitkan rasa saling dan junjung serata pupuk KEGOTONGROYONGAN kita dalam menghadapi pandemi ini ...semua serasa ringan mana kala kita bersama sama
#SolidaritasAtasiCovid19 https://t.co/TLRT3Th3AZ",2
Konglomerat Ini Justru Meraup Untung Rp1.952 Triliun dalam Sebulan saat Wabah Corona Mengganas  https://t.co/l9pzmIyN1e #VirusCorona #COVID19 #Konglomerat,1
67.828 Lebih Spesimen Diperiksa Terkait Covid-19    #TauCepatTanpaBatas #BeritaTerkini #Berita #News #BeritaNasional . https://t.co/w2bUzhpFa7,1
"2. Dengan demikian, terjadi penambahan kasus positif #COVID19 sebanyak 214 orang. 

Kasus sembuh bertambah 44 orang dan kasus meninggal bertambah 22 orang.

#BersatuLawanCovid19",1
"2. OTG ada 42 orang. ODP 5.884 orang, 172 di antaranya masih dipantau. PDP 5.248 orang, di antaranya 860 masih dirawat, dan 4.388 sudah pulang dan sehat.â£
â£â£#JakartaTanggapCorona #hadapibersama #PSBBJakarta #dirumahaja",1
"Kepala Satgas Covid-19, Dony Monardo, menyampaikan kabar baik bulan JULI kita bisa hidup normal kembali. Tentunya jika kita disiplin melaksanakan  Social Distancing @BNPB_Indonesia @egymasbugis https://t.co/s4hh5m5MPU",2
@HitamPutihT7 @TRANS7 Coba tlg di liput penderita covid-19 yg sembuh dari kalangan masyarakat bawah dan menengah. Selama in yg diliput sepertinya org2 atas dan punya kemampuan finansial jd kelihatannya bagus pelayanannya. Didaerah belum tentu.,0
@imRose___ @little_agassi Menurut yg aku liat itu asli ya. Dan boleh sih anak jabodetabek kalo dah corona kita ekspedisi kesana bareng2 nanti aku kasih tunjuk dan rasainğŸ˜­,2
"Daripada Kita bertakut takut ria karena Corona, Lebih baik berjoget joget ria. 
#HariBumi #Ramadhan #haribumi2020 #StopMudikCekalCorona https://t.co/JETjJBiA2T",2
"Omset Anjlok, Warung Kopi Marc Klok Nekat Buka saat Covid-19 https://t.co/lxIPrD9BLJ",0
ini pandemi gara gara BMTH,0
"Menjalankan bisnis di tengah situasi pandemi Covid-19 adalah tantangan tersendiri. Ini lima tips jalankan usaha di tengah pandemi Covid-19.

https://t.co/9couZtSIdJ",1
"Jajaran personel di Kepolisian Resor Cilacap dan Resor Kota Banyumas dilatih memakamkan jenazah dengan prosedur pemakaman pasien Covid-19 sebagai antisipasi lonjakan kasus. 

#Nusantara #adadikompas
https://t.co/hRaoj2wtJM",1
"Yang dilakukan ketika quarantine

#Dirumahaja #editfoto #photoshop https://t.co/Tf1MphH8Qp",2
"Semoga saja, bapak atau mas itu (masih muda kelihatannya) dapat memenuhi kebutuhan hidupnya, serta dari pihak pemda hingga ke tingkat pusat dapat menjawab pertanyaan para warga nya yg kehilangan mata pencaharian di tengah kasus pandemi ini, doa kita sama, bumi ini lekas pulihğŸ˜Š",2
"Pasien Corona Terus Membanjiri RS, Imam Prasodjo: Tingkatkan Kesadaran, Covid-19 Bukan Hal Main-main https://t.co/5BRuM45bIH",1
"YG KITA BUTUHKAN GENEE, BUKAN PENEBAR HOAX ! Unair &amp; ITS Ciptakan Robot ""Raissa"" pengganti perawat PASIEN Covid19
@PBIDI
@fkmui
@hudattamini @sarmawan @SalahKunci @NGOBUSH3 @FarelmaxL @hputrantoadi",2
"@Asknonym ntar aja nder selese pandemi, smg aja ni cepet udahan.",2
"Pendataan jumlah korban jiwa terdampak Covid-19 masih terbatas kepada korban terkonfirmasi positif. Padahal, detail kematian akibat Covid-19 perlu disiapkan, bahkan jika masih berstatus pasien dalam pengawasan. 

#Nusantara #adadikompas #COVID19 
https://t.co/I2ZlyKXjdH",1
"PresidenÂ Joko WidodoÂ memutuskan untukÂ melarang mudiklebaran 2020 di tengah pandemi virus corona (covid-19). Pelarangan mudik ini untuk memutus mata rantai penyebaran virus corona.
.
""Hari ini saya ingin sampaikanâ€¦ https://t.co/wBVgWm59w3",1
Mantap sekali dong ğŸ‘ https://t.co/EdpBA5xcRY,2
Sepak bola terhenti oleh wabah corona.  https://t.co/Uu559ceINj,0
Sang diva berharap masyarakat tetap bisa bersemangat. https://t.co/37UvHcDmmP,2
"@jumintenkoplak @tianfillio @JejakaBaduy Kabupaten tangerang ,lagi butuh sembako untuk bertahan hidup . 
semoga badai virus Corona segera berakhir dan kita kembali menata ulang rencana untuk masa depan .",2
@rahmatmanguleta @collegemenfess Susah jg skrg lg corona,0
"Kemaren gue coba jalan jalan naek motor, sengaja emang cuman mau liat liat aja, katanya sih psbb tapi kenapa jalan raya masih rame, masih ada yang ngumpul2, naek motor masih boncengan dll, gimana wabah ini mau berakhir sedangkan ke egoisan dari diri kalian masih membara.",0
"[ UPDATE - MOQA ""Mahasiswa On Quarantine"" ]

Halo sobat CreActive! ğŸ¤—
Gimana nih kabar kalian? Gak nyangka ya, kita udah sebulan lebih #dirumahaja ğŸ‘©ğŸ»â€ğŸ’»ğŸ¡ dengan menjalani aktivitas yang positif dan juga produktif. https://t.co/BrNlVuaG7t",1
"Berkebun demi memperpanjang kehidupan kala pandemi korona.

#Internasional #adadikompas #COVID19 
https://t.co/nA1Cf9ECDz",2
@suikodeen Dah minum obat herbal anti corona beib,0
Saat Jokowi Tak Ingin Dianggap Tertutup soal Data Corona https://t.co/rMVYglhyNV https://t.co/C8g6dALRsT,1
"Kopi khas Indonesia tersebar dari Sabang sampai Merauke dan sudah dikenal sebagai salah satu kopi terbaik dunia.

Awali kerja dan aktifitas kamu #dirumahaja dengan menikmati kopi Indonesia yang tergabung dalam platform #SatuDalamKopi.

#ThoughtfulIndonesia
#BersamaJagaIndonesia https://t.co/aa3uHPzwfk",1
bt bgt gua sama corona!!!!!!,0
Corona berhasil bikin w naik busway untuk brgkt ke kantor biasanya gojek 4lyfe,0
"Kangen konser juga ngga gitu2 amat sih mungkin karena baterai udah pol di MMXX. Ya kalo ngga ada corona juga saat ini sih lagi ngga ada jadwal yg mau dihadirin, cuma One OK Rock masi lama itu juga akhir Mei.",0
Tips untuk Mencari Takjil yang Aman saat Pandemi Corona Covid-19 https://t.co/X2n43OOI2m,2
"Saat museum-museum seni di seluruh dunia ditutup karena COVID-19, lukisan Vincent van Gogh hilang dicuri. Ternyata pencurinya menggunakan palu godam, kok bisa? https://t.co/78LhhZgzn3",1
Inilah Sekolah-sekolah di Jakarta yang Akan Dijadikan Lokasi Akomodasi Tenaga Medis Covid-19 - https://t.co/Z7yarHKxfC,1
GA ADA MATI CORONA MATI KELAPERAN BILANG PAK RT NYAA https://t.co/vMxmZqFmc2,0
"@Jayeng__rono__ @tubagussalim @HmfaqihA @SoffiAgus @cagubnyinyir2 @semiaji_w @kenhans03 @2020_STMJ @Ze_sukma @ABANGPATIH19 @JafYaya2150 @Putu_ragiel68 @sabar_setiabudi @BHD_8 @MondyJacob Ini gw ga setuju...
Selain minimnya bantuan juga tdk ada jaminan mrk akan baik2 saja bila tak mudik. Utama bagi yg kini tanpa pekerjaan sebaiknya mrk di pulangkan dg prosedur  kesehatan yg ketat &amp; diam dirmh hingga masa ini usai. Sbb tak ada yg tau pasti kapan wabah ini berakhir.",2
"Berita Baik, Pasien Covid-19 Terlama di Bali Akhirnya Sembuh",2
@detikcom corona tertawa melihat ini,0
"Jujur, gw ga takut corona lagi ngelihat antusiasme rakyat di pasar takjil di mana mana. Gw kena syndrome corona is hoax!",0
"1 HARI MENUJU RAMADHAN

Hai Sobat BSI, 1 hari lagi seluruh umat Muslim akan menyambut Bulan suci ramadhan yang penuh kebaikan, keberkahan dan berlimpah ampunan

Ditengah Pandemi ini, tetap semangat untuk menyambutâ€¦ https://t.co/cK3IBIozuQ",2
"@winda_Mrg @ferymanurung_ @angellinamng mungkin juga ini sisi baik dari corona buat para jombloan/wati 
malam minggu merasakan hal yg sama ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚",2
"@kantong__semar @Homo_sapiens21 ğŸ˜‚ğŸ˜‚ğŸ˜‚

wabah  gempa muntahan lahar.. tsunami...waduh berat ya  ğŸ˜”ğŸ˜”ğŸ˜”",0
"Pasien positive covid 19 bertambah, manusia yang otaknya negative makin menjadi dan juga bertambah.. .",0
"Ekonom : RUU Cipta KErja dibutuhkan untuk pemulihan pasca covid-19 

https://t.co/9j75U89Xoo",1
"Pandemi Covid-19, Legislator Serap Aspirasi Lewat Kelas Virtual  https://t.co/JEuY1QSqk2",1
"@naongobloq Berjemur biar ngak Corona abis itu mandi,tidur lagi dah",1
Partai Demokrat Tolak Bahas RUU Ditengah Pandemi Covid-19 https://t.co/3tQUSYuM7V https://t.co/83zK58vPwC,1
"Ada yang lebih berbahaya dan menyakitkan dibanding COVID-19. Yaitu; COVID-D1AU. Yang artinya; (CO) (VI)lih (D)ia (D1)banding (A)k(U).

Aw, malu bgtz.",1
Hiburan di tengah CoronağŸ˜ https://t.co/b26lRcQHeV,2
"Programming: Menggunakan Python untuk memetakan penyebaran COVID-19
https://t.co/GNXrGhVyG0",2
"@BukitCimanggu_ Halo mas, masnya marketing bukit cimanggu city ya? Gimana mas penjualan saat masa masa Covid-19 gini?",0
"@KawalCOVID19 @BNPB_Indonesia Test kembali ke angka 2ribuan, tp kalo dr skala dibandingin awal2 April positive rate bisa sekitar 30%.

Monggo yg mau cek grafik COVID-19 hari ini 
ğŸ‘‡ğŸ‘‡ğŸ‘‡
https://t.co/uy0OGupFxC",1
"@03__nakula @Aryprasetyo85 @lukmanprananto @erickthohir @arjuno_ireng01 @Paltiwest @shinichikudo991 @woelannnn @P3nj3l4j4h_id @amrudinnejad_ @AnakLolina @angelmaximilan @triwul82 Wah...semua orang punya keluarga dan tercekam covid 19, bila himbauan pemerintah dilakukan semuanya akan aman.
Bpk Mentri@erickthohir, pecat saja org spt @lukmanprananto, parasit itu. 
Dari tingkah polanya di twit sdh hrs konsul ke dokter SpKJ.",2
"@sepandoo grgr corona ketemunya diundur, sayangnya gbs diundur",0
"Anggota Fraksi PDI Perjuangan DPRD Sumut, Rudy Hermanto: Pedagang diminta tak naikkan harga sembako, karena situasi saat ini benar-benar sulit, terdampak Covid-19.

https://t.co/C3X0udW1Ih

#PDIPerjuangan
#GotongRoyongLawanCorona",1
Menristek Sediakan Wisma Puspiptek untuk Tempat Tinggal Tenaga Medis yang Tangani Corona https://t.co/ASoFxO2psC,1
"Mari jaga tubuh kita agar tetap sehat di tengah pandemi COVID 19 ini.â£
â£
Prestasi Wilda Siti Nurfadhilah Sugandi :â£
Juara 2 / 3 SEAGAMES (2017 / 2019)â£
Juara 1 PON JABAR ( 2012 / 2016 )â£
Juara 1 PROLIGA ( 2015, 2016, 2017, 2019)â£
â£
#Kemenpora â£ 
#OlahragaDiRumahAja",2
Angka Kasus Covid-19 Melonjak di Djibouti https://t.co/S9McquRhkd,1
Lagi pandemi gini. Malah kepikiran mau iphone ya:v.,1
@ijaldotcodotid Wkwkwk corona mengurangi dosa u jal gapapa,0
"Adik lakiÂ² ku puasa, pas buka makanya banyak banget, akhirnya kekenyangan. Sholat maghrib lalu tiduran, pas azan isya bilang ""mah ian teraweh di rumah aja 8 rakaat yaa""
Kusitalah hp nya WKWK
.
Btw di desaku masih bisa sholat berjama'ah, karena sejauh ini aman dari virus covid-19",2
"Yuk kita ngapain kapan-kapan..
#motocamp #dirumahaja https://t.co/Iy3BW5yN0k",2
Apakah cuma corona yg menjadi penyebab kematian sedemikian itu? https://t.co/Obz4fZV2Wk,1
"Masa quarantine diperpanjang,makin berotot juga jempol gua hufft:((",0
"@_outtaxspace_ -
Olahraga ringan. Abel jangan lupa juga untuk olahraga ya. Jangan sampai karena self quarantine ini tubuh kita malah tidak sehat karena tidak rajin olahraga.",2
"@gameevan disuruh journalling dan embrace emosinya aja dulu, emg blm ada hal yang bisa dilakuin karena pandemi ini, mengingat yg bikin gue berenergi adalah hal2 yang adanya diluar. Tp meditasi sedikit membantu gue sih",2
"Apa harapanmu pada Ramadan kali ini?
Kalau aku merasa Ramadan kali ini diingatkan akan esensi dari ibadah personal, bagaimana dengan Kalian?
https://t.co/jIvPWZLTQz

#Samber2020Hari1 #SamberTHR #Ramadan #Ramadan2020  @kompasiana https://t.co/syiD0DWnYJ",2
Lemonilo dan 100 UKM seluruh Indonesia memberikan bantuan pada driver taksi yang terdampak pandemi Covid-19 https://t.co/qhgDsmfjMx,2
"Wabah Covid-19 jelas berdampak ke seluruh sektor ekonomi. Bagi para pekerja akan berbeda2 dampaknya, terutama dlm hal risiko pekerjaan yg dihadapi setiap hari. Kemungkinan risiko pekerja inilah yang menjadi perhatian awal dari eksplorasi data ini.",1
"Di Banjarbaru, jumlah pasien positif Covid-19 sudah mencapai 25 orang. https://t.co/3WRhDsP4qe",1
"Bagikan Masker, Cara Pemdes Jayanti Lawan Covid-19 https://t.co/0cNKmL47Z2",1
"corona kamu apa ga mau pulang kampung? kerjaan kok keliling dunia trs. sana pulang, ga baik nanti jadi anak durhaka:)",2
Menteri yang kena corona kemarin sudah sembuh ?,1
"Berperang lawan Corona. Mengajari kita untuk selalu siap dlm keadaan bagaimanapun &gt;&gt; Ramadhan Kita Istimewa &lt;&lt; 
#RamadhanDiJakarta

#s4zx https://t.co/4sC96ToPUX",2
"Jangan ketinggalan...
Ngaji yuk...
Mumpung #dirumahaja dan #ramadan mari kita perbanyak ilmu bersama para kyai dari berbagai penjuru Nusantara.
.
Hanya di NU Channel @ NU Channel https://t.co/2ZMMhMKMbv",2
"Kabupaten Kepulauan Mentawai, Sumatera Barat, mengambil langkah â€radikalâ€ untuk mencegah penyebaran Covid-19. 

#Nusantara #adadikompas #COVID19 
https://t.co/pbq0l44IxP",2
"Menteri Perdagangan Agus Suparmanto membeberkan kondisi stok pangan menjelang Ramadhan di tengah masa pandemi Corona. Benarkah sudah aman? #StokPangan 

via @detikfinance https://t.co/1e28SEOsfM",1
berpikir berpikir berpikir bagaimana mencari nafkah di tengah pandemi,1
"awasi  Uang NEGARA ...
Colombia terjadi bencana kelaparan
karena dana untuk penanggulangan COVID-19
 di   K O R U P S I

https://t.co/9cKunLQRnY",2
@Dennysiregar7 @irzan_wiratama Memang benar pulang kampung dengan mudik berbeda dan seperti yg u blg cuma salah na di tengah wabah korona emg u tau klo virus korona keliatan lah virus na aja sendiri ga tau klo itu orang mau mudik apa pulang kampung le,2
Donasi Pemirsa Lewat EMTEK Peduli Corona Terus Disalurkan https://t.co/xYh2CkbkY3,2
"#travalogy 3 Bulan Dihantam Corona, Pariwisata RI Rugi Rp 140 Triliun https://t.co/Wy08D16B5G",1
"Perangi Penyebaran Corona, Ketua Gerindra Sulsel Sumbang APD ke Gugus Tugas KabupatenÂ Maros https://t.co/0A1o5YHJ5r https://t.co/070zz6frkI",1
Corona dan Alih Fungsi Lahan Ancaman Bahan Pangan https://t.co/2ZnnACt4tl,1
"Kabar tentang imbauan puasa selama 7 hari pada Ramadan tahun ini karena virus corona COVID-19 beredar di media sosial. Kabar ini disebarkan oleh akun Facebook Banjar s h i t p o s t i n g pada 20 April 2020 lalu.

#CekFaktaHariIni #CekFaktaHariIniLip6",1
@SASUUUT @jtuvanyx @rizkiamaliad @rezamdnsyh TWEETUS DELETUS JAJSJSJSJ kangen banget edan kangen duitnya juga sigh balik lagi lah 2018 biar belom corona,0
"Namun, seiring dengan munculnya pandemi Covid-19, permintaan daging sapi dari tingkat pemotongan di rumah potong hewan (RPH) mengalami penurunan berkisar 20-30 persen.",0
"@bukalapak Kelar Corona Aku pengen jalan jalan bareng teman teman sayang banget barang yang kubeli dari @bukalapak ini belum kepake karena gak bisa keluar jauh dari rumah :( #BukaKuis
@vera_MB4R 
@veritwins https://t.co/x8lRw0rs8r",0
@JuruPidato_ Hadirnya pandemi tak menyurutkan langkah kita untuk melaksanakan ibadah shaum ramadhan nan mulia &gt;&gt; #SambutRamadhanKita &lt;&lt; #RamadhanIndonesiaIstimewa &gt;&gt; https://t.co/hXpO7sbfCU,2
"KoinWorks menghormati solidaritas sosial yang terjadi saat pandemi Covid-19 ini. Maka dari itu, MiKo juga mau mengajak kamu untuk ikutan juga menghormati solidaritas sosial.

Yuk, share gerakan ini ke temanmu agarâ€¦ https://t.co/9DCiitIC2D",2
"Memasuki zona

-rebahan bosen
-main hp bosen
-ngapain bosen

Pokoknya habis corona,mau ngumpul dan nggak megang HP !",0
"Alhamdulillah masih tetep bisa kerja kyak biasa dari awal pandemi sampe skrg tanpa mengesampingkan upaya pencegahan karena memang berada di ibu kota yg jadi pusat penyebaran terbesar.

Di sisi lain, banyak orang2 yg kehilangan pekerjaanya karena imbas dr wabah ini.

Bersyukur~",2
"Cegah penyebaran corona, semua pasar di kota Semarang akan disemprot disinfektan https://t.co/VUM6rgT6Pb #DampakVirusCorona",1
Gugus Tugas COVID-19 Bantaeng angkat bicara soal insiden anggota DPRD Sulsel A Edy Manaf yang mengamuk di Posko COVID-19. https://t.co/WjmRTbjb6D,1
"Rebahan - Eat - Ambil paket - Tiktokan - Sleep - Repeat ğŸ¤­ 

.
.
#blacknwhite #photography #iphone11pro #mondaymood #picotheday #photooftheday #burberry #love #life #instaphotography @ Quarantine https://t.co/doOehTDQn6",0
"Gara-Gara COVID-19, Verrell Bramasta Batal Lepas Rindu ke Jajanan Khas Ramadhan #TauCepatTanpaBatas #Celebrity #KabarArtis #Gosip . https://t.co/8ZKSGZBqx7",1
Pemerintah terus mengimbau masyarakat berperan dalam pemutusan rantai penyebaran virus Corona (COVID-19). Semua orang yang datang dari epicenter virus Corona diminta sadar diri untuk melakukan isolasi mandiri. #VirusCorona https://t.co/0Z3TRfZbQa,1
"Info order vcsğŸ’¦ğŸ’¦Hujan gini pasti lebih nikmat Open sampai subuh bebğŸ˜˜
Info RR DM/Wa:082387776284ğŸ“±

#dirumahaja
#openvcs
#availvcs
#vcsbugil
#vcsavail
#vcsreal
#vcscroot 
#vcssangek 
#vcstrusted #REALVCS
#vcsline 
#vcskuy #RealAngel
#RealAngel #vcs #Vcsrealpict https://t.co/X8lcJ0yhl6",1
Presiden Jokowi mengucapkan selamat menunaikan ibadah puasa. https://t.co/8ydHOXvAnM,1
@AvatarPemburu @tjhinfar21 Sepi job ketika corona ya begini jadinya..,0
Pemprov DKI Diminta Perbaiki Pendistribusian Bansos COVID-19 #merahputih #pemprovdki #covid19 https://t.co/fYr7HtHq9W,1
Melihat Negara Lain Menangani COVID-19 ditulis oleh M. Hamdan Basyar https://t.co/71E19ML65N,1
"#Terpopuler ""Jangan salah, kita masih harus menempuh jalan panjang. Virus ini akan bersama kita untuk waktu yang lama,"" kata Tedros. #WHO #VirusCorona https://t.co/40x68x0hgG",1
"@Pontifex Ketika kita melihat ke depan untuk pemulihan yang lambat dan sulit dari pandemi, risikonya adalah bahwa virus yang lebih buruk mungkin menyerang kita: dari ketidakpedulian yang egois yang melupakan mereka yang tertinggal.",1
"Bacaan dari Blog:  Bagaimana Direktur Jenderal WHO mengkomunikasikan krisis, seperti Pandemi Covid-19?
 https://t.co/eY1iqlchbH",1
"Pasien positif corona atau Covid-19 di Provinsi Sulawesi Selatan (Sulsel) bertambah 12 orang. Berdasarkan data hingga Sabtu (25/4/2020) pukul 12.00 WIB, jumlah pasien positif corona di Sulsel menjadi 432 orang. https://t.co/7Vp3NyqekG",1
@xxxhalfmoon_ Gamau corona!,0
@melatikusdew corona doang ~~~~,0
"Di tengah pandemi ini, haru ada lagi berita menyedihkan, JoyFriends. 

Pasalnya layanan streaming HOOQ akan tutup layanannya mulai 30 April 2020 nanti. Untuk kamu yang belum selesai namatin serialnya, yuk tamatin sebelum ditutup! https://t.co/iAVd7lrD3I",1
"@assfess Lagi ada wabah, jadi gak ketemu",0
Semoga keluarga ku dan keluarga mu panjang umur dan diberikan kesehatan di tengah pandemi Corona ini. Aminnn,2
"Khotmil Qur'an 
Kegiatan ramadhan selama COVID-19
Ada ayat favorit aku, QS. Al A'raf ayat 189 di juz 9
Harapannya sih diamalkan saat mulai mengandung, tapi belum hamil juga hehe. Gapapa baca ayatnya dulu aja hamil kemudian, aamiin https://t.co/EcjDyzxIzY",2
"Penambahan kasus baru hari ini turun lumayan banyak. 185 kasus positif baru, 8 kematian dan 61 sembuh. Semoga trendnya terus melandai, menurun, sampai ke titik 0 kasus baru dan 0 kematian.

https://t.co/9JQlwAdjAq",1
"Gw udah mulai kangen laut, kangen udara gunung, kangen road trip, kangen keluyuran malem, kangen party. Ke depannya kayanya ngga akan semudah itu buat ngelakuin rutinitas sebelum ada corona virus. Corona virus has changed us forever.",0
Jumlah Swab Test Covid-19 di Indonesia sampai 27 April 2020 https://t.co/0K6DtqpWaV https://t.co/j2bmnHgQo5,1
"Operasional industri minyak sawit tetap berjalan normal sehingga industri minyak sawit dapat melakukan ekspor dan memenuhi kebutuhan dalam negeri meski dalam situasi pandemi Covid-19.Â 
Selengkapnya 
https://t.co/lKpXdsV5Ik",1
